"Record ID","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Year","Month","Basis Of Record","Basis Of Record - original","Occurrence status","Sex","Taxonomic Quality","Location Quality","Collector","identified _ by","identified _ date","Record number","raw _ sampling _ protocol","event _ id","Occurrence status assumed to be present","Country inferred from coordinates","Coordinates derived from verbatim coordinates","First of the month","Geodetic datum assumed WGS84","Georeferenced after occurrence date","Identification date before occurrence date","Incomplete collection date","Invalid collection date","Min and max altitude reversed","Name not in national checklists","Supplied country not recognised","Collection code not recognised","Institution code not recognised","Type status not recognised","Unrecognized geodetic datum"
"e6123f76-23b6-4c96-9f2e-26bf085dcbe0","dr260","Herbário da Embrapa Recursos Genéticos e Biotecnologia","in44","Embrapa Recursos Genéticos e Biotecnologia","co139","Herbário do CENARGEN","CC-BY-NC 4.0 (Int)","76952","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Cenargen","CEN","Brasil - Bahia - Morro do Chapeu ca. 1,7 Km E de Morro do chapeu na BA 052 , campo rupestre..","-11.5633330000000001","-41.1422219999999967","","-11.563333","-41.142222","","","","997.0","997.0","","","1","2010","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","Luciano Paganucci de Queiroz","L. P. Queiroz","2010-05-01","14611","","","true","false","false","false","true","false","true","false","false","false","true","false","false","false","false","false"
"cb7de24a-abdd-4e83-9fed-2abfa3917ffa","dr258","Base de dados do Herbário da Universidade de São Paulo","","","","","","67149","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","SPF","SPF","Morro do Pai Inácio","-12.45","-41.46667","","-12.45","-41.46667","","","","700.0","1000.0","","","","1980","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","Harley, RM","Anônimo","","22411","","","true","false","false","false","true","false","false","false","false","false","true","true","true","true","false","false"
"b706af46-8737-44d1-9025-c10ac7e33613","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","58001","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Região Metropolitana Salvador, Dunas do Abaeté","-12.93333","-38.35","","-12.93333","-38.35","","","","-9999.0","0.0","","","","1999","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","Rodarte, ATA; Alunos do Mestrado IB/UFBA","Guedes, ML","","s/n","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"b41a17a8-98c6-4a10-ad76-fd8acc694e54","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","94755","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Chapada Diamantina, Trilha para o Rio Paraguaçu, início na estação de tratamento de água","-13.00028","-41.39139","","-13.00028","-41.39139","","","","0.0","941.0","","","","2010","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","Roque, N; Alunos de Botânica III","Moura, L","","2827","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"b24b8faa-ceb2-4acb-9aec-3fccd8199a03","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","18663","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Fazenda Laranjeiras","-8.61666699999999963","-37.1666669999999968","","-8.616667","-37.166667","","","","790.0","790.0","","","","1995","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","A. Laurênio; M.J. Rodal","A.P.S. Gomes","1995-08-02","34","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"9f14ff65-0a5e-4512-a563-30b47b099ea4","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","83887","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Piemonte da Diamantina, Cachoeira do Ferro Doido","-11.63583","-41.00139","","-11.63583","-41.00139","","","","0.0","895.0","","","","2008","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","Roque, N; Alunos de Botânica III","Guedes, ML","","1765","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"9b6f72cd-9c18-487a-8be0-794f30874603","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","18688","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Estrada Buíque-Catimbau","-8.61666699999999963","-37.1666669999999968","","-8.616667","-37.166667","","","","790.0","790.0","","","","1995","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","A. Laurênio; E. Inácio","A.P.S. Gomes","1995-08-02","65","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"91f3784c-1067-4d90-a49a-6d3afdaa4d23","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","50373","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Arredores Lagoa de Abaete. Itapua.","-12.9666669999999993","-38.3666669999999996","","-12.966667","-38.366667","","","","","","","","","1991","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","G. P. Lewis","G. P. Lewis","","2015","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"73be519c-79b3-459f-8aec-a9beb9d19b03","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","31751","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Serras dos Lençóis. Rampa baixa Morro Pai Inacio, ca. 14.5K NW Lençóis, ao N Rod. Seabra/Itaberaba.","-12.4499999999999993","-41.4666670000000011","","-12.45","-41.466667","","","","","","","","","1980","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","R. M. Harley","R. C. Barneby","","22275","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","true","false"
"30cdda07-4fd5-4d90-bd84-d7d2e629602d","dr247","Base de dados do Herbário da UnB","","","","","","140093","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","HUB","HUB","Ca. 18km leste da cidade na BR-052","-11.33","-41.09","","-11.33","-41.09","","","","-9999.0","0.0","","","","1986","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","Noblick, LR","Noblick, LR","1986-01-01","4543","","","true","false","false","false","true","false","true","false","false","false","true","true","true","true","false","false"
"2b299433-8c84-4373-88a2-51788e842f1e","dr258","Base de dados do Herbário da Universidade de São Paulo","","","","","","67143","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","SPF","SPF","Rio do Ferro Doido, 19.5 km SE do Morro do Chapeu na BA 052 para Mundo Novo.","-11.63333","-41.03333","","-11.63333","-41.03333","","","","0.0","900.0","","","","1980","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","Harley, RM","Anônimo","","22861","","","true","false","false","false","true","false","false","false","false","true","true","true","true","true","false","false"
"11f9801a-2a18-44b2-bc30-d2b8c27dc9db","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","73272","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Piemonte da Diamantina, Cachoeira do Ferro doido","-11.55","-41.15","","-11.55","-41.15","","","","-9999.0","0.0","","","","2006","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","Cardoso, PHCB; Xavier, AB","Guedes, ML","","58","","","true","false","false","true","true","false","false","false","false","false","true","false","false","false","false","false"
"e2c23ec8-630f-437f-8bcb-7d41e766a97a","dr215","","","","","","","RB00981612","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Na beira da estrada para Igatu, proximo a afloramento. Vegetação campestre, solo arenoso.","-12.883330","-41.300000","SIRGAS 2000","-12.88333","-41.3","","Brazil","","","","","","","2012","02","PreservedSpecimen","PreservedSpecimen","present","","true","true","M.F. Santos","L.M. Borges","2013-01-01","822","","","true","false","false","false","false","true","false","false","false","false","true","true","false","false","false","true"
"d736e019-942e-4934-94c3-b09800ec0bad","dr258","Base de dados do Herbário da Universidade de São Paulo","","","","","","208852","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","SPF","SPF","Na beira da estrada para Igatu, próximo à afloramento.","-12.89472","-41.30714","","-12.89472","-41.30714","","","","-9999.0","0.0","","","","2012","02","PreservedSpecimen","PreservedSpecimen","present","","true","true","Santos, MF","Borges, LM","2013-01-01","822","","","true","false","false","false","true","false","false","false","false","false","true","true","true","true","false","false"
"d60bc14c-adb9-4b17-95b6-a4a781f77766","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00981612","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Na beira da estrada para Igatu, proximo a afloramento. Vegetação campestre, solo arenoso.","-12.8833333","-41.3000000","","-12.8833333","-41.3","","Brasil","","","","","","","2012","02","PreservedSpecimen","PreservedSpecimen","present","","true","true","M.F. Santos","L.M. Borges","2013-01-01","822","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false"
"997cc583-7533-4c84-8e32-22580d08edf3","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","10416","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","16Km ao W de Lagoinha (5.5Km SW Delfino), Rod. p/ Minas do Mimoso.","-10.3666669999999996","-41.3333330000000032","","-10.366667","-41.333333","","","","","","","","","1998","02","PreservedSpecimen","PreservedSpecimen","present","","true","true","R. M. Harley","R. C. Barneby","","","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","true","false"
"934181b8-7777-4970-becd-9c048c3ae4d1","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","30276","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Ca. 30Km ao N da cidade. Arredores do Aeroporto.","-12.9166670000000003","-38.2999999999999972","","-12.916667","-38.3","","","","","","","","","1977","02","PreservedSpecimen","PreservedSpecimen","present","","true","true","G. P. Lewis","R. C. Barneby","","1007","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","true","false"
"5d12f9dd-9ab2-48a1-9d2c-a4407aa45110","dr215","","","","","","","RB00419825","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Estação Ecológica Raso da Catarina. Paus-Pretos.","-9.682500","-38.585560","SIRGAS 2000","-9.6825","-38.58556","","Brazil","","","","","","","2006","02","PreservedSpecimen","PreservedSpecimen","present","","true","true","M. M. M. Lopes; A. M. Amorim, E. Gross, S. C. Sant´Ana e S. França","L.M.BORGES","2015-01-01","470","","","true","false","false","true","false","true","false","false","false","false","true","true","false","false","false","true"
"4de9ad9e-6a00-4f05-a87c-70f5f5d5198b","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","1318","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Nordeste, Entre Pombal e Tucano","-10.95","-38.78333","","-10.95","-38.78333","","","","-9999.0","0.0","","","","1973","02","PreservedSpecimen","PreservedSpecimen","present","","true","true","Costa, AL","Guedes, ML","","s/n","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"39f22dbf-36ec-45aa-908b-6c4ca1329073","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00419825","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Estação Ecológica Raso da Catarina. Paus-Pretos.","-9.6825000","-38.5855555","","-9.6825","-38.5855555","","Brasil","","","","","","","2006","02","PreservedSpecimen","PreservedSpecimen","present","","true","true","M. M. M. Lopes; A. M. Amorim, E. Gross, S. C. Sant´Ana e S. França","L.M.BORGES","2015-01-01","470","","","true","false","false","true","true","false","false","false","false","false","true","false","false","false","false","false"
"dd8554e6-68f9-477e-9040-1e74f35224d8","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","75582","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Piemonte da Diamantina, Cidade das Pedras","-11.67278","-41.01083","","-11.67278","-41.01083","","","","-9999.0","0.0","","","","2006","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","Guedes, ML; Rigueira, D; Alunos de Botânica III","Guedes, ML","","12962","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"c0b5073e-978b-48c6-8621-2485aeb66742","dr287","Base de dados do Herbário do IPA","in82","Instituto Agronômico de Pernambuco","co157","Herbário Dárdani de Andrade Lima","CC-BY-NC","84027","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","IPA","HIPA","Parque Nacional do Catimbau","-8.5691670000000002","-37.2355560000000025","","-8.569167","-37.235556","","","","","","","","","2004","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","Pick, R.A.","Bocage, A.","2006-03-01","110","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"a24a0ab8-673b-4c0d-a763-c8ca373c77b2","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","68522","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","7Km NE cidade, estr. p/ R. do Pombal, BR-410.","-10.8666669999999996","-38.6499999999999986","","-10.866667","-38.65","","","","","","","","","1993","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","L. P. de Queiroz","L. P. de Queiroz","","3704","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"a0f05aaa-0453-47f3-8a69-8cf61c1dde34","dr242","Herbário do Museu Botânico Municipal de Curitiba - MBM","in41","Museu Botânico Municipal","co131","Herbário do MBM","","105403","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","MBM","HMBM","_x0004_é_x0003_","-12.5","-41.45","","-12.5","-41.45","","","","0.0","775.0","","","","1981","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","Lewis, G.P.; et al.; et al.","Martins, A.B.","","854","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"9d7c33b6-3086-48d6-b9a5-7a57bbe1efd3","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","299","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Nordeste, Fazenda Mucambo","-11.65","-39","","-11.65","-39.0","","","","-9999.0","0.0","","","","1968","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","Costa, AL","Guedes, ML","","s/n","","","true","false","false","true","true","false","false","false","false","false","true","false","false","false","false","false"
"9c88fc1d-2e9d-42fd-8a54-c28b4afcf0cc","dr243","Herbário da Universidade Federal de Sergipe","in24","Universidade Federal de Sergipe","co70","Herbário da Universidade Federal de Sergipe","CC-BY-NC 4.0 (Int)","3977","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Universidade Federal de Sergipe","ASE","","-9.68361100000000086","-38.3630560000000003","","-9.683611","-38.363056","","","","","","","","","1984","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","Viana, G","Silva, JS","2015-06-08","1071","","","true","false","false","true","true","false","false","false","false","false","true","false","false","false","false","false"
"91e07189-b5e2-4075-9476-753146b831de","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","30093","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Km 232 da BR-242 p/ Ibotirama. Pai Inacio.","-12.5","-41.4500000000000028","","-12.5","-41.45","","","","","","","","","1981","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","G. P. Lewis","R. C. Barneby","","854","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","true","false"
"789e13f0-cfd0-453e-8ef4-4a3c123cf45f","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","30244","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Ca. 8-10Km ao NW Lençóis, estrada p/ Barro Branco.","-12.5333330000000007","-41.3333330000000032","","-12.533333","-41.333333","","","","","","","","","1981","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","G. P. Lewis","R. C. Barneby","","929","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","true","false"
"6f61f1fe-da74-4b99-bcca-a21ebaf72b70","dr245","Base de dados do Herbário da Universidade Estadual de Campinas","in26","Universidade Estadual de Campinas","co72","Herbário UEC","CC-BY-NC","131018","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UNICAMP","UEC","Ca. 8 km SE do entroncamento para Rio Real com a BR-349 (Itapicuru-Tobias Barreto), na BA-396.","-11.19","-38.06","","-11.19","-38.06","","","","0.0","0.0","","","","1993","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","QueirÃ³z, L.P.; Nascimento, N.S.","Queiroz, L.P.","1993-01-01","3756","","","true","false","false","false","true","false","true","false","false","false","true","false","false","false","false","false"
"67290c70-5541-4801-8ebc-27be423f9dfd","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","21118","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Região Metropolitana Salvador, Dunas perto do Aeroporto.","-12.96667","-38.5","","-12.96667","-38.5","","","","-9999.0","0.0","","","","1986","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","Alunos de Botânica III","Queiroz, LP de","","s/n","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"59817d08-c343-4308-8eca-9a8393967c7e","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","112256","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Campus de Ondina- UFBA.","-10.20444","-38.53556","","-10.20444","-38.53556","","","","0.0","569.0","","","","2013","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","Ogasawara, HA; Oliveira, P","Ogasawara, HA","","376","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"334b71d9-eb8e-493e-b0fc-55646e76d43e","dr258","Base de dados do Herbário da Universidade de São Paulo","","","","","","40156","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","SPF","","Km 232 da rodovia BR 242 para Ibotiram. Pai Inácio. Mata de Galeria in campo rupestre.","-12.5","-41.45","","-12.5","-41.45","","","","0.0","775.0","","","","1981","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","Lewis, GP; Carvalho, AMV; Hage, JL","","","854","","","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false"
"30818f1a-f2bc-46d8-9c4a-88d885f0c875","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","82006","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Chapada Diamantina","-12.85111","-41.30972","","-12.85111","-41.30972","","","","0.0","341.0","","","","2007","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","Guedes, ML; Guaré, F; et al.","Guedes, ML","","14174","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"0ca2e00b-33be-499f-92c4-5629e04636a6","dr522","Herbário do Trópico Semiárido","in147","Embrapa Semiárido","co316","Herbário do Trópico Semiárido","CC-BY-NC 4.0 (Int)","5711","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Empresa Brasileira de Pesquisa Agropecuária","HTSA","","-10.3455560000000002","-38.8988889999999969","","-10.345556","-38.898889","","","","0.0","0.0","","","","2013","12","PreservedSpecimen","PreservedSpecimen","present","","true","true","Ogasawara, H.A.; Oliveira, P.","Ogasawara, H.A.","","376","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
